web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src
"1708596369-1332","https://www.imdb.com/search/title/?title_type=tv_series","1282. A Sign of Affection","2024–","TV-14","7.8 (348)","When Yuki meets a handsome stranger who helps her out on the train, what sort of relationship will bloom? Could this be something real? Or will these feelings melt away with the snow?","https://m.media-amazon.com/images/M/MV5BMmIxNWFjYzgtM2NkMy00NTdkLWE4ZTEtMmY3NzU2MjA5MjAxXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1333","https://www.imdb.com/search/title/?title_type=tv_series","1283. Hill Street Blues","1981–1987","TV-14","8.2 (10K)","The lives and work of the staff of an inner city police precinct.","https://m.media-amazon.com/images/M/MV5BMDBiNWZiZTQtMDZhMC00ZWVhLTk2MWYtMTkxYTNjYTY2MzcwXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1334","https://www.imdb.com/search/title/?title_type=tv_series","1284. Fruits Basket","2019–2021","TV-14","8.6 (8.8K)","After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.","https://m.media-amazon.com/images/M/MV5BNTYyYmFkMGMtN2YwNi00MDVjLWFmNWUtMTRjYWNhZmY4NGI0XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1335","https://www.imdb.com/search/title/?title_type=tv_series","1285. Unhappily Ever After","1995–1999","TV-PG","6.9 (3.2K)","A not-so-happy family is divided further when the father gets a schizophrenic disorder.","https://m.media-amazon.com/images/M/MV5BZmY5MjZkODMtYjU0Yy00ZTZhLTg3NjAtY2NkZTFkYmE4OGVkXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1336","https://www.imdb.com/search/title/?title_type=tv_series","1286. Quantico","2015–2018","TV-14","6.7 (64K)","A look at the lives of young FBI recruits training at the Quantico base in Virginia when one of them is suspected of being a sleeper terrorist.","https://m.media-amazon.com/images/M/MV5BMTkxNTg3MTc0Ml5BMl5BanBnXkFtZTgwMzYxNDIyNTM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1337","https://www.imdb.com/search/title/?title_type=tv_series","1287. Teen Titans Go!","2013–","TV-PG","5.5 (24K)","Superhero roommates Robin, Cyborg, Starfire, Raven and Beast Boy love saving the day, but what happens when they're done fighting crime?","https://m.media-amazon.com/images/M/MV5BMjE5MjMzOTc1Ml5BMl5BanBnXkFtZTcwNDQxMDY5OQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1338","https://www.imdb.com/search/title/?title_type=tv_series","1288. Sherwood","2022–","TV-MA","7.4 (9K)","Two shocking and unexpected murders shatter an already fractured community leading to one of the largest manhunts in British history.","https://m.media-amazon.com/images/M/MV5BMTY4ZDExYzEtNDlhNS00ZjdkLTk1ZGUtNDcyODg5NDlmYWM3XkEyXkFqcGdeQXVyMTE5NTM5NTU5._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1339","https://www.imdb.com/search/title/?title_type=tv_series","1289. Ms Fisher's Modern Murder Mysteries","2019–2021","TV-G","7.3 (2.9K)","In swinging 60's Melbourne, gorgeously reckless Peregrine Fisher inherits a windfall when the famous aunt she never knew goes missing over the highlands of New Guinea.","https://m.media-amazon.com/images/M/MV5BODA0YjIzOWMtNTIyYS00NzI4LWJlY2MtNzU1MDAxNTM5MzQ3XkEyXkFqcGdeQXVyNzA3ODY5NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1340","https://www.imdb.com/search/title/?title_type=tv_series","1290. Forever","2014–2015","TV-PG","8.2 (62K)","Dr Henry Morgan, a medical examiner, works with his partner Detective Jo Martinez, to solve criminal cases. Along the way, he tries to uncover the mystery to his 200-year-old immortality.","https://m.media-amazon.com/images/M/MV5BMTQzMTUwMjQ3Nl5BMl5BanBnXkFtZTgwMTY2MDE5MjE@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1341","https://www.imdb.com/search/title/?title_type=tv_series","1291. All My Children","1970–2011","TV-PG","6.8 (3.2K)","Set in the fictional East Coast suburb Pine Valley, this show is the decades-old, risk-taking soap that centers around Erica Kane and her long line of husbands.","https://m.media-amazon.com/images/M/MV5BM2YxZTUyODYtNjczMi00MDUwLTg3YTMtMGU2NjkzOWM5NGM3XkEyXkFqcGdeQXVyMTk5NDYxNDk@._V1_QL75_UY207_CR34,0,140,207_.jpg"
"1708596369-1342","https://www.imdb.com/search/title/?title_type=tv_series","1292. Versailles","2015–2018","TV-MA","7.9 (19K)","In 1667, 28-year-old all-powerful king of France, Louis XIV, decides to build the greatest palace in the world - Versailles. But drained budget, affairs and political intrigues complicate things.","https://m.media-amazon.com/images/M/MV5BZTdhNDM2MTYtYWZkYy00ZTYwLTlkOWItNzg4Y2I5ZWUwNzkyXkEyXkFqcGdeQXVyMTk1NzUwMA@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1343","https://www.imdb.com/search/title/?title_type=tv_series","1293. Swarm","2023–","18+","7.1 (15K)","A young woman's obsession with a pop star takes a dark turn.","https://m.media-amazon.com/images/M/MV5BYzhhMTNlZGYtZDc2OC00NGZhLWJiM2EtN2ExZDQ3ZmY1MmNiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg"
"1708596369-1344","https://www.imdb.com/search/title/?title_type=tv_series","1294. Counterpart","2017–2019","TV-MA","8.0 (31K)","A hapless UN employee discovers that the agency he works for is hiding a gateway to a parallel dimension that's in a cold war with our own, and where his other self is a top spy. The war slowly heats up thanks to spies from both sides.","https://m.media-amazon.com/images/M/MV5BODg5NDU5NjM1NV5BMl5BanBnXkFtZTgwOTE0NjY1NjM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1345","https://www.imdb.com/search/title/?title_type=tv_series","1295. Beacon 23","2023–","TV-MA","5.6 (2.9K)","A man living in the 23rd Century works at a remote ""lighthouse"" in space that serves as a beacon to help passing ships.","https://m.media-amazon.com/images/M/MV5BYjNkOGI5ZTAtYTViMy00MGE5LThjMmItZGFjYTc0YWQwMDRkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1346","https://www.imdb.com/search/title/?title_type=tv_series","1296. Peppa Pig","2004–","TV-Y","6.3 (6.4K)","A little pig named Peppa and her little brother George have journeys everyday with their family and friends.","https://m.media-amazon.com/images/M/MV5BNDUyODQ0NjAtYTZjMS00MzBjLWI1ZjYtMzBhYzgyYzdjMTE4XkEyXkFqcGdeQXVyMzU5OTE2NTI@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1347","https://www.imdb.com/search/title/?title_type=tv_series","1297. The Swarm","2023","","5.8 (6.3K)","Ecological thriller about the delicate interconnectedness between mankind and Earth.","https://m.media-amazon.com/images/M/MV5BN2IxNjUzZGMtMjQ4YS00MDE4LWEzNzEtZWE0Yjc2MDY3NzQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1348","https://www.imdb.com/search/title/?title_type=tv_series","1298. Kingdom","2014–2017","TV-MA","8.5 (19K)","A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.","https://m.media-amazon.com/images/M/MV5BNTcwMDBhZmQtYzA5Yy00YTAxLWEyYTUtOWNhYmViYzMxNmJiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1349","https://www.imdb.com/search/title/?title_type=tv_series","1299. The Man Who Fell to Earth","2021–2022","TV-MA","7.3 (10K)","An alien arrives on earth with a mission: to learn to become human and find the one woman who can help save his species. Together they discover that in order to save his world, they must first save ours.","https://m.media-amazon.com/images/M/MV5BZjBlNWE5MWItNzFjYi00ZGJmLWIyNTYtNmExNWYwMjI5MmE4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1350","https://www.imdb.com/search/title/?title_type=tv_series","1300. Hunter","1984–1991","TV-14","6.9 (5.6K)","Rick Hunter is a renegade cop who bends the rules and takes justice into his own hands. Partnered with the equally stunning and rebellious Sgt. McCall, the tough-minded duo set out to crack down on L.A.'s slimiest criminals.","https://m.media-amazon.com/images/M/MV5BMTcxMjE2NjU2MF5BMl5BanBnXkFtZTcwNjExNjczMQ@@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1351","https://www.imdb.com/search/title/?title_type=tv_series","1301. Bloodhounds","2023–","TV-MA","8.1 (12K)","In order to pay off their debt, three daring youths jump into the money-lending business while confronting the rich and powerful who prey on the weak.","https://m.media-amazon.com/images/M/MV5BZTlhZGQyZWYtODM4MS00YTFlLTgxMTItODcyOGJjMTVhYjE0XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1352","https://www.imdb.com/search/title/?title_type=tv_series","1302. The Streets of San Francisco","1972–1977","TV-PG","7.3 (6.8K)","A veteran cop with more than twenty years of experience is teamed with a young Inspector to solve crimes in San Francisco, California.","https://m.media-amazon.com/images/M/MV5BYmNiM2NkYjYtZGE1NC00OGVlLTg5OWMtYzhmZDQxZmNlMTFlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1353","https://www.imdb.com/search/title/?title_type=tv_series","1303. Harrow","2018–2021","Not Rated","7.6 (10K)","Harrow tells the story of Dr. Daniel Harrow, a forensic pathologist with a total disregard for authority.","https://m.media-amazon.com/images/M/MV5BMTY2MzczNjMwM15BMl5BanBnXkFtZTgwMDcxMTE4NDM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1354","https://www.imdb.com/search/title/?title_type=tv_series","1304. ZeroZeroZero","2019–2020","TV-MA","8.1 (29K)","A cocaine shipment makes its way to Europe, starting from the moment a powerful cartel of Italian criminals decides to buy it, to its journeys through Mexico, to its shipment across the Atlantic Ocean.","https://m.media-amazon.com/images/M/MV5BZDAwOWI4MjMtMTJhMC00MjU4LTg4ZWUtZDExMzgzMzQ2NjkxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1355","https://www.imdb.com/search/title/?title_type=tv_series","1305. Ben 10: Alien Force","2008–2010","TV-Y7","7.4 (14K)","Fifteen-year-old Ben Tennyson must utilize the Omnitrix yet again in order to locate his missing Grandpa Max, accompanied by his cousin Gwen and former enemy Kevin 11.","https://m.media-amazon.com/images/M/MV5BYmQwYTc1ZDEtMzU3My00OTIzLWE1YmEtYmUyMmMzZTI2ZWNlXkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1356","https://www.imdb.com/search/title/?title_type=tv_series","1306. Orphan Black: Echoes","2023–","","6.5 (1.2K)","Follows a group of women as they weave their way into each other's lives and embark on a thrilling journey, unravelling the mystery of their identity.","https://m.media-amazon.com/images/M/MV5BNjAyZDQwZTAtZDNjMC00MmU2LWIyNjItOTI4YmJkZTQ4MzhhXkEyXkFqcGdeQXVyODMwMzc1MjU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1357","https://www.imdb.com/search/title/?title_type=tv_series","1307. The Gold","2023–2024","","7.4 (6.5K)","Drama series inspired by true events surrounding the 1983 Brink's-Mat robbery, and the remarkable story that followed.","https://m.media-amazon.com/images/M/MV5BY2Q4MDc5YjgtZGRjMi00NGVmLWEzOTItZjRmZDU5MDJkNWRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1358","https://www.imdb.com/search/title/?title_type=tv_series","1308. Jamestown","2017–2019","Not Rated","6.9 (5.7K)","A drama about English settlers in America in 1617.","https://m.media-amazon.com/images/M/MV5BYjRkYzUyOGYtYmRmMS00YjExLWFkOWQtNDg4MDNkZTc5ZDljXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1359","https://www.imdb.com/search/title/?title_type=tv_series","1309. Star","2016–2019","TV-14","6.7 (5K)","A trio of women form a musical group in Atlanta.","https://m.media-amazon.com/images/M/MV5BM2Q1NDIwZTEtYmUzMS00ZDE4LWFiMjEtN2Q2ODU2Y2ExNTE5XkEyXkFqcGdeQXVyODkxMzcxOTY@._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1360","https://www.imdb.com/search/title/?title_type=tv_series","1310. Conversations with Friends","2022","TV-MA","6.8 (8.8K)","Two Dublin college students, Frances and Bobbi, and the strange and unexpected connection they forge with married couple, Melissa and Nick.","https://m.media-amazon.com/images/M/MV5BMWNmYjY1NzQtYWQyNC00OTAwLWI1NTUtMjIyMzExN2E3NmM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1361","https://www.imdb.com/search/title/?title_type=tv_series","1311. Quincy M.E.","1976–1983","TV-PG","7.3 (7.2K)","The cases of a brilliant, if Irascible, coroner who investigates suspicious deaths which usually suggest murder.","https://m.media-amazon.com/images/M/MV5BYjZlN2Y2M2ItZDk4Mi00MDIxLTlmOGMtODg5YTI0Nzc0NWY5XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR5,0,140,207_.jpg"
"1708596369-1362","https://www.imdb.com/search/title/?title_type=tv_series","1312. Kyle XY","2006–2009","TV-14","7.5 (30K)","A family takes in a formerly institutionalized teen savant who is missing standard human behaviors such as anger, joy, and love.","https://m.media-amazon.com/images/M/MV5BZjMyYjc3YjUtMjI4Yi00YWU4LTliNGItYjBiN2ViNzI0ZGIzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1363","https://www.imdb.com/search/title/?title_type=tv_series","1313. Brave New World","2020","TV-MA","7.0 (17K)","In a utopia whose perfection hinges upon control of monogamy and privacy, members of the collective begin to question the rules, putting their regimented society on a collision course with forbidden love and revolution.","https://m.media-amazon.com/images/M/MV5BMjk4MTQ4NDItOGMyNC00MmIwLTg1NzAtNTNlNDgxZTBiMzZjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1364","https://www.imdb.com/search/title/?title_type=tv_series","1314. Passions","1999–2008","TV-14","5.9 (5.1K)","In the world of power and money, the wealthy and powerful Crane family rule the town of Harmony from their mansion on Raven Hill.","https://m.media-amazon.com/images/M/MV5BNGFiY2MzM2EtMTMwNS00NTQwLWE3ZjEtNmIyYmNmZGRiZDRiXkEyXkFqcGdeQXVyNjcyODE0NTM@._V1_QL75_UY207_CR10,0,140,207_.jpg"
"1708596369-1365","https://www.imdb.com/search/title/?title_type=tv_series","1315. Unforgettable","2011–2016","TV-14","6.8 (21K)","Carrie Wells, a former police detective, has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.","https://m.media-amazon.com/images/M/MV5BMTYwMzU5NDM5Ml5BMl5BanBnXkFtZTcwMjkyOTYzNg@@._V1_QL75_UX140_CR0,2,140,207_.jpg"
"1708596369-1366","https://www.imdb.com/search/title/?title_type=tv_series","1316. Still Game","2002–2019","TV-14","8.9 (9.1K)","Cult Scottish comedy about the lives of two OAP's Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional area of Craiglang, Glasgow.","https://m.media-amazon.com/images/M/MV5BMWZmNjdkMzQtN2Q5OC00YjIyLWFjNjktN2QwOGFlODM5NGRiXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UY207_CR6,0,140,207_.jpg"
"1708596369-1367","https://www.imdb.com/search/title/?title_type=tv_series","1317. 6666","2024–","","","Founded when Comanches still ruled West Texas, no ranch in America is more steeped in the history of the West than the 6666. Still operating as it did two centuries before, and encompassing an entire county, the 6666 is where the rule of law and the laws of nature merge in a place where the most dangerous thing one does is the next thing. The 6666 is synonymous with the merciless endeavor to raise the finest horses and livestock in the world, and ultimately, where world class cowboys are born and made.",""
"1708596369-1368","https://www.imdb.com/search/title/?title_type=tv_series","1318. The Practice","1997–2004","TV-14","7.7 (10K)","We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.","https://m.media-amazon.com/images/M/MV5BOTdlNmU4YmQtNTcwNi00YzljLWIyYTEtYzc1ZTg0NDFiMGVkXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1369","https://www.imdb.com/search/title/?title_type=tv_series","1319. The Responder","2022–","TV-MA","7.4 (13K)","A crisis-stricken, morally-compromised first-responder tackles a series of night shifts on the beat in Liverpool.","https://m.media-amazon.com/images/M/MV5BM2FmM2NhYzMtODU2Yi00N2M3LWE1MjgtZmQzMjE2ZjE0YTBiXkEyXkFqcGdeQXVyODU4NzI4NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1370","https://www.imdb.com/search/title/?title_type=tv_series","1320. Andromeda","2000–2005","TV-PG","6.6 (15K)","Captain Dylan Hunt and the crew of the Andromeda Ascendant set out on a mission to rebuild the Systems Commonwealth 300 years after its fall.","https://m.media-amazon.com/images/M/MV5BN2Q4Zjg0MmUtNDE5Zi00ZmI2LTkyYTUtNGRjMjQwZmI4YTY2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1371","https://www.imdb.com/search/title/?title_type=tv_series","1321. Lovecraft Country","2020","TV-MA","7.1 (47K)","A young African-American travels across the U.S. in the 1950s in search of his missing father.","https://m.media-amazon.com/images/M/MV5BNDliM2ZhZWMtM2YwMy00NjAzLTk1YmEtODJmZDhhMTIxOGRmXkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1372","https://www.imdb.com/search/title/?title_type=tv_series","1322. The Vanishing Triangle","2023","","6.3 (961)","Crime/ Mystery Drama series After a series of disappearances of young women, newspaper reporter Lisa Wallace (26), sets out to find the man responsible who she believes is the same man who murdered her mother almost twenty years earlier.","https://m.media-amazon.com/images/M/MV5BMmU1NmU3OGUtMTQ0OS00NTY0LWE0YmUtZWE1ODg0MTAwN2NhXkEyXkFqcGdeQXVyMjAyNjc4Nzc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1373","https://www.imdb.com/search/title/?title_type=tv_series","1323. Eight Is Enough","1977–1981","TV-PG","6.6 (3.7K)","This comedy drama focused on a family with eight very independent children.","https://m.media-amazon.com/images/M/MV5BMTQ4MDA5Nzc5OV5BMl5BanBnXkFtZTgwMTIxNDYwNjE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
"1708596369-1374","https://www.imdb.com/search/title/?title_type=tv_series","1324. Ancient Aliens","2009–","TV-PG","7.1 (12K)","Science and mythology - and how they are the same thing.","https://m.media-amazon.com/images/M/MV5BMGY1ZTdmMWItNjI1MS00MTUwLTkwNTgtYTFiMGVjOTBmMDMyXkEyXkFqcGdeQXVyNzM3MjY2MjU@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1375","https://www.imdb.com/search/title/?title_type=tv_series","1325. Kojak","1973–1978","TV-PG","7.1 (8.7K)","A bald, lollipop sucking police detective with a fiery righteous attitude battles crime in his city.","https://m.media-amazon.com/images/M/MV5BOGZhYzgzY2ItNzQwYS00MGFhLTlhNWUtZjNkMzNlODA4Zjc2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-1376","https://www.imdb.com/search/title/?title_type=tv_series","1326. Borgen","2010–2022","TV-14","8.5 (30K)","A political drama about a prime minister's rise to power, and how power changes a prime minister.","https://m.media-amazon.com/images/M/MV5BZjQxYzczNDAtZGYxYi00NGFmLWEwMmEtNzVkOGQ5MGY1ZmZmXkEyXkFqcGdeQXVyNjkyODA0MTc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1377","https://www.imdb.com/search/title/?title_type=tv_series","1327. Gypsy","2017","TV-MA","6.7 (19K)","Therapist Jean Holloway becomes too immersed in the lives of her patients.","https://m.media-amazon.com/images/M/MV5BMTEzMTA1MTMyMjReQTJeQWpwZ15BbWU4MDY3MzUyMzIy._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1378","https://www.imdb.com/search/title/?title_type=tv_series","1328. El Señor de los Cielos","2013–","TV-MA","6.8 (1.3K)","The most powerful drug dealer of his time, Amado Carrillo Fuentes was a man who became the head of the Juarez Cartel. He was nicknamed the lord of the skies for his fleet of planes he used to transport drugs.","https://m.media-amazon.com/images/M/MV5BN2JjZjQ1MjUtNDNiOC00NmNmLThjYmUtYzUxYjcxNjdjZWU1XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_QL75_UY207_CR10,0,140,207_.jpg"
"1708596369-1379","https://www.imdb.com/search/title/?title_type=tv_series","1329. Teenage Mutant Ninja Turtles","1987–1996","TV-Y7","7.9 (37K)","Cowabunga. Pizza-loving, shell-busting Leonardo, Donatello, Raphael and Michelangelo, with the guidance of their Sensei Master Splinter, face fierce enemies, save humanity from extinction and battle against life-altering mutations.","https://m.media-amazon.com/images/M/MV5BMTkwNWY2YmEtZDBjOC00Y2U4LTkyODUtMmZhZGJkMWUxMDlhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-1380","https://www.imdb.com/search/title/?title_type=tv_series","1330. Sanctuary","2008–2011","TV-14","7.3 (22K)","Modern society's evolution involves stem cells, gene therapy, transplants, and cloning, but also exposes the existence of monsters that hold the key to our race's future.","https://m.media-amazon.com/images/M/MV5BMTQ4MTI1NTQ3NV5BMl5BanBnXkFtZTcwNDI4Mjc5MQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1381","https://www.imdb.com/search/title/?title_type=tv_series","1331. Pan Am","2011–2012","TV-PG","7.0 (21K)","Period drama about the pilots and flight attendants who once made Pan Am the most glamorous way to fly.","https://m.media-amazon.com/images/M/MV5BMTQ4MjEzMTkwOV5BMl5BanBnXkFtZTcwOTE3NzQzNg@@._V1_QL75_UY207_CR12,0,140,207_.jpg"
"1708596369-1382","https://www.imdb.com/search/title/?title_type=tv_series","1332. Drake & Josh","2004–2007","TV-Y7","7.7 (43K)","Two teenage boys with clashing personalities - one is a slick musician, the other a clumsy nerd - must navigate high school and family life together after becoming step-brothers.","https://m.media-amazon.com/images/M/MV5BYTFkOTM1NTAtZjgyOS00NzgyLTkzNTktYmMyODVlN2RiY2U5XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-1383","https://www.imdb.com/search/title/?title_type=tv_series","1333. Emerald City","2016–2017","TV-14","7.1 (13K)","A modern reimagining of the stories that led to 'The Wizard of Oz'.","https://m.media-amazon.com/images/M/MV5BMTk5NTA1NzkyNV5BMl5BanBnXkFtZTgwNzk1MDM3MDI@._V1_QL75_UX140_CR0,8,140,207_.jpg"
"1708596369-1384","https://www.imdb.com/search/title/?title_type=tv_series","1334. Buck Rogers in the 25th Century","1979–1981","TV-14","6.9 (10K)","A 20th-century astronaut emerges out of 500 years of suspended animation into a future time to become Earth's greatest hero.","https://m.media-amazon.com/images/M/MV5BYTBmMzc2Y2UtYjRlNy00YzcwLTgwM2ItNzMyMDIyMzMyMTRlXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1385","https://www.imdb.com/search/title/?title_type=tv_series","1335. Gaddar","2024–","","7.5 (733)","A soldier returns home from war to find his girlfriend missing, family broken, and neighborhood overrun by crime. Though reluctant, he becomes a hitman to protect loved ones.","https://m.media-amazon.com/images/M/MV5BYTA0MGFlZjAtYzk0Yy00OGY5LTlkZTYtZjFmZTYwOTFiN2Q1XkEyXkFqcGdeQXVyMTU5MTQzODA3._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-1386","https://www.imdb.com/search/title/?title_type=tv_series","1336. Breakout Kings","2011–2012","TV-14","7.2 (16K)","A squad of U.S. marshals team up with cons (former fugitives) to work together on tracking down prison escapees in exchange for getting time off their sentences.","https://m.media-amazon.com/images/M/MV5BMTcyNzUwNjMwM15BMl5BanBnXkFtZTcwOTgxNjk0Nw@@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-1387","https://www.imdb.com/search/title/?title_type=tv_series","1337. Girls5eva","2021–","TV-MA","7.2 (5K)","A one-hit-wonder band from the '90s gets a second shot at fame when a young rapper samples their song.","https://m.media-amazon.com/images/M/MV5BOGU0NjVhM2EtMzU3Zi00NGI5LWE2YWQtMWVmNjAyYmVmYWNkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UY207_CR7,0,140,207_.jpg"
"1708596369-1388","https://www.imdb.com/search/title/?title_type=tv_series","1338. Manhunt","2017–2020","TV-14","8.1 (63K)","An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","https://m.media-amazon.com/images/M/MV5BOTcxMjEyMzc4NV5BMl5BanBnXkFtZTgwOTQ4MjE4MjI@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1389","https://www.imdb.com/search/title/?title_type=tv_series","1339. Body of Proof","2011–2013","TV-14","7.1 (20K)","Medical examiner Megan Hunt's unique approach to solving crimes puts her at odds with her superiors.","https://m.media-amazon.com/images/M/MV5BMjAxNzkzOTkwM15BMl5BanBnXkFtZTcwNTMyNzkxNQ@@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-1390","https://www.imdb.com/search/title/?title_type=tv_series","1340. Dead Ringers","2023","TV-MA","6.5 (7.8K)","The Mantle twins, identical from head to toe, are on a mission to change the way women give birth.","https://m.media-amazon.com/images/M/MV5BMGJkMmUyZWMtMDAxMy00OTE3LWI3YmMtMzQxZWQyNzQxNDVlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-1391","https://www.imdb.com/search/title/?title_type=tv_series","1341. The Tower","2021–2023","TV-14","6.9 (5.9K)","After a long-serving cop and a teenage girl fall to their deaths from a London tower block, Detective Sarah Collins investigates the dark heart of policing.","https://m.media-amazon.com/images/M/MV5BM2IzZDcyZjMtODIxNy00ZmU3LTkyNzQtNmRlZTJjZjY4YTRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-1392","https://www.imdb.com/search/title/?title_type=tv_series","1342. The Saint","1962–1969","TV-PG","7.5 (6.1K)","Simon ""The Saint"" Templar, a wealthy adventurer and 20th-century Robin Hood, travels the world in his white Volvo P1800S, solving unsolvable problems and righting wrongs.","https://m.media-amazon.com/images/M/MV5BYzEwMDdlNDAtNWRlYi00YmI5LTlmZGMtMjFmNzQ5OTY1NmM3XkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
