web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src,link,link-href,length,episodes,episodes-href,seasons
"1708776925-44","https://www.imdb.com/search/title/?title_type=tv_series","The Serpent Queen","2022","TV-MA","7.7","Series based on Leonie Frieda's book ""Catherine de Medici: Renaissance Queen of France.""","https://m.media-amazon.com/images/M/MV5BMDMzYTZlODMtZTczZS00ODgwLWFkMDUtN2ZjN2E3ODkzNjMwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,2,190,281_.jpg","1207. The Serpent Queen","https://www.imdb.com/title/tt14022350/?ref_=sr_t_1207","52m","Episodes13","https://www.imdb.com/title/tt14022350/episodes?ref_=tt_eps_sm","2"
"1708776930-45","https://www.imdb.com/search/title/?title_type=tv_series","Crazy Ex-Girlfriend","2015–2019","TV-14","7.9","A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California.","https://m.media-amazon.com/images/M/MV5BYjQ0MjNiYjItMWFkNC00MTI5LTlhYTEtZWY3OGJhN2VhZjBmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1206. Crazy Ex-Girlfriend","https://www.imdb.com/title/tt4094300/?ref_=sr_t_1206","42m","Episodes62","https://www.imdb.com/title/tt4094300/episodes?ref_=tt_eps_sm","4"
"1708776937-46","https://www.imdb.com/search/title/?title_type=tv_series","Girl Meets World","2014–2017","TV-G","7.1","More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger.","https://m.media-amazon.com/images/M/MV5BMTc2NTAwMzgwOF5BMl5BanBnXkFtZTgwNTcxMTIwMjE@._V1_QL75_UX190_CR0,6,190,281_.jpg","1205. Girl Meets World","https://www.imdb.com/title/tt2543796/?ref_=sr_t_1205","23m","Episodes72","https://www.imdb.com/title/tt2543796/episodes?ref_=tt_eps_sm","3"
"1708776943-47","https://www.imdb.com/search/title/?title_type=tv_series","The Worst of Evil","2023–","TV-MA","8.3","In the 1990s, a police officer goes undercover to infiltrate a mega crime syndicate that distributes illegal drugs across South Korea, China, and Japan. His wife, a narcotics officer, is also involved.","https://m.media-amazon.com/images/M/MV5BYjA4ZTNkZjMtZDU1NC00MThkLTlkNzAtZWYxOGZlZTM0NmQ3XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_QL75_UY281_CR5,0,190,281_.jpg","1204. The Worst of Evil","https://www.imdb.com/title/tt20600022/?ref_=sr_t_1204","","Episodes12","https://www.imdb.com/title/tt20600022/episodes?ref_=tt_eps_sm","1"
"1708776949-48","https://www.imdb.com/search/title/?title_type=tv_series","Rock, Paper, Scissors","2023–","TV-G","6.9","Follows 3 roommates on their hijinks, ridiculous adventures and shared love of wacky nonsense.","https://m.media-amazon.com/images/M/MV5BMWNjNjYwYWUtYWQxZS00MjcwLTg4YzYtNzQxOTM1NmUwNzk5XkEyXkFqcGdeQXVyMTI1OTg1MTQ2._V1_QL75_UY281_CR11,0,190,281_.jpg","1203. Rock, Paper, Scissors","https://www.imdb.com/title/tt16117344/?ref_=sr_t_1203","","Episodes21","https://www.imdb.com/title/tt16117344/episodes?ref_=tt_eps_sm","1"
"1708776955-49","https://www.imdb.com/search/title/?title_type=tv_series","Charlie's Angels","1976–1981","TV-PG","6.5","A wealthy mystery man named Charlie runs a detective agency via a speakerphone and his personal assistant, John Bosley. His detectives are three beautiful women, who end up in a variety of difficult situations.","https://m.media-amazon.com/images/M/MV5BYjgwMGY4ZTMtZTI2ZS00ZDg5LWI5YTItMDA2ZWRjMDA3Y2JkXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UY281_CR4,0,190,281_.jpg","1202. Charlie's Angels","https://www.imdb.com/title/tt0073972/?ref_=sr_t_1202","1h","Episodes110","https://www.imdb.com/title/tt0073972/episodes?ref_=tt_eps_sm","5"
"1708776962-50","https://www.imdb.com/search/title/?title_type=tv_series","Departure","2019–2022","TV-14","6.9","A high-octane conspiracy series that follows the mystery of Flight 716 - a passenger plane that vanishes over the Atlantic Ocean.","https://m.media-amazon.com/images/M/MV5BZTkyZmI2OGQtYWY4YS00YmRiLWI3MzItMTE0NzA1MzU5N2IzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1201. Departure","https://www.imdb.com/title/tt9252156/?ref_=sr_t_1201","45m","Episodes18","https://www.imdb.com/title/tt9252156/episodes?ref_=tt_eps_sm","3"
"1708776968-51","https://www.imdb.com/search/title/?title_type=tv_series","SurrealEstate","2021–","TV-14","7.1","Realtor Luke Roman and an elite team of specialists handle the cases that no one else can: haunted and possessed houses that literally scare would-be buyers away.","https://m.media-amazon.com/images/M/MV5BMjRkYTI1YmQtNzYwMy00Zjc4LTkwMDUtZWZhZTNlYWM3ODNlXkEyXkFqcGdeQXVyMTI0MTA4MTM5._V1_QL75_UX190_CR0,2,190,281_.jpg","1200. SurrealEstate","https://www.imdb.com/title/tt11952974/?ref_=sr_t_1200","43m","Episodes21","https://www.imdb.com/title/tt11952974/episodes?ref_=tt_eps_sm","3"
"1708776974-52","https://www.imdb.com/search/title/?title_type=tv_series","The Floor","2024–","","8.0","81 contestants compete in trivia duels against one another securing spaces on a floor grid with each victory until 1 contestant claims the entire floor and takes home the grand prize of $250,000 (Credit: Fox)!","https://m.media-amazon.com/images/M/MV5BMjU3YWExYzYtMjdmNC00ZTY0LTlmYTgtMGQ0NGVkYzBjMjk4XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1199. The Floor","https://www.imdb.com/title/tt22493090/?ref_=sr_t_1199","","Episodes9","https://www.imdb.com/title/tt22493090/episodes?ref_=tt_eps_sm","1"
"1708776979-53","https://www.imdb.com/search/title/?title_type=tv_series","Daydreamer","2018–2019","TV-PG","7.4","Famous photographer Can Divit returns to Istanbul to save his family's advertising agency from ruin. The only person he trusts there is Sanem, a young aspiring writer. She is not convinced in his honesty, but soon falls for his charm.","https://m.media-amazon.com/images/M/MV5BYmY5ZThmYzItZWQ2Ny00NTcyLTk2YzktOTM3ZGIzYWNhYTc0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR23,0,190,281_.jpg","1198. Daydreamer","https://www.imdb.com/title/tt8478162/?ref_=sr_t_1198","2h","Episodes51","https://www.imdb.com/title/tt8478162/episodes?ref_=tt_eps_sm","1"
"1708776986-54","https://www.imdb.com/search/title/?title_type=tv_series","An Incurable Case of Love","2020–","","7.5","Nanase Sakura met Doctor Kairi Tendo and fell in love with him. She then studied hard to became a nurse and finally meets Kairi Tendo again. But she realizes that he has a totally different personality than what she imagined.","https://m.media-amazon.com/images/M/MV5BMThiNzNiMmEtNTkxNS00ZGEzLThjZTMtNGQ2NDRkNDk4YWUwXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_QL75_UY281_CR1,0,190,281_.jpg","1197. An Incurable Case of Love","https://www.imdb.com/title/tt11290750/?ref_=sr_t_1197","","Episodes10","https://www.imdb.com/title/tt11290750/episodes?ref_=tt_eps_sm","1"
"1708776992-55","https://www.imdb.com/search/title/?title_type=tv_series","Colony","2016–2018","TV-14","7.3","In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.","https://m.media-amazon.com/images/M/MV5BMTg1MzAzODQ5OF5BMl5BanBnXkFtZTgwMDA1MDI0NTM@._V1_QL75_UY281_CR1,0,190,281_.jpg","1196. Colony","https://www.imdb.com/title/tt4209256/?ref_=sr_t_1196","42m","Episodes36","https://www.imdb.com/title/tt4209256/episodes?ref_=tt_eps_sm","3"
"1708776998-56","https://www.imdb.com/search/title/?title_type=tv_series","McDonald & Dodds","2020–","Not Rated","7.5","A shy and enigmatic Detective Sergeant is partnered with a wildly ambitious Detective Chief Inspector to solve crimes in the historic city of Bath.","https://m.media-amazon.com/images/M/MV5BMGY1NjgxN2YtYmQ4NS00NGE2LTlkMjktZDRkMjkyNmNkNDM0XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","1195. McDonald & Dodds","https://www.imdb.com/title/tt10720914/?ref_=sr_t_1195","1h 30m","Episodes12","https://www.imdb.com/title/tt10720914/episodes?ref_=tt_eps_sm","4"
"1708777005-57","https://www.imdb.com/search/title/?title_type=tv_series","Humans","2015–2018","TV-14","7.9","In a parallel present where the latest must-have gadget for any busy family is a 'Synth'--a highly-developed robotic servant that's so similar to a real human--is transforming the way we live.","https://m.media-amazon.com/images/M/MV5BMTQ3NjE2OTY4NF5BMl5BanBnXkFtZTgwMTE0NDc0ODE@._V1_QL75_UX190_CR0,0,190,281_.jpg","1194. Humans","https://www.imdb.com/title/tt4122068/?ref_=sr_t_1194","42m","Episodes24","https://www.imdb.com/title/tt4122068/episodes?ref_=tt_eps_sm","3"
"1708777012-58","https://www.imdb.com/search/title/?title_type=tv_series","Wonder Woman","1975–1979","TV-G","7.0","The adventures of the greatest of the female superheroes.","https://m.media-amazon.com/images/M/MV5BZjAxYTcxMDUtZTRmMi00NTk3LThkZTItNGNlZTQ3NWRhMjY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg","1193. Wonder Woman","https://www.imdb.com/title/tt0074074/?ref_=sr_t_1193","1h","Episodes60","https://www.imdb.com/title/tt0074074/episodes?ref_=tt_eps_sm","3"
"1708777020-59","https://www.imdb.com/search/title/?title_type=tv_series","Emmerdale Farm","1972–","TV-PG","4.8","A soap opera set in a fictional village in the Yorkshire Dales.","https://m.media-amazon.com/images/M/MV5BMGY2ZjQzN2MtOWFhMi00YTU0LThlMmUtZTc3YmVlMmEzMmFlXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1192. Emmerdale Farm","https://www.imdb.com/title/tt0068069/?ref_=sr_t_1192","30m","Episodes9073","https://www.imdb.com/title/tt0068069/episodes?ref_=tt_eps_sm","Unknown"
"1708777026-60","https://www.imdb.com/search/title/?title_type=tv_series","Badehotellet","2013–","TV-MA","7.9","The seaside hotel ""Badehotellet"" in NW Denmark opens for its wealthy guests each summer. We follow the guests and staff at the hotel from 1928 and into the 1940s.","https://m.media-amazon.com/images/M/MV5BM2YwZjYyMDctZDRjMS00OTIyLTkyMzMtNjQxYmU2NGFhNjg4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR4,0,190,281_.jpg","1191. Badehotellet","https://www.imdb.com/title/tt2960144/?ref_=sr_t_1191","50m","Episodes57","https://www.imdb.com/title/tt2960144/episodes?ref_=tt_eps_sm","10"
"1708777031-61","https://www.imdb.com/search/title/?title_type=tv_series","King the Land","2023–","TV-14","4.9","Amid a tense inheritance fight, a charming heir clashes with his hardworking employee who's known for her irresistible smile, which he cannot stand.","https://m.media-amazon.com/images/M/MV5BZjE5ZDJmZGItMDRkNi00YjAxLTliYjQtYjBjZjk4Yjk4NjdhXkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_QL75_UX190_CR0,2,190,281_.jpg","1190. King the Land","https://www.imdb.com/title/tt26693803/?ref_=sr_t_1190","1h","Episodes16","https://www.imdb.com/title/tt26693803/episodes?ref_=tt_eps_sm","1"
"1708777037-62","https://www.imdb.com/search/title/?title_type=tv_series","Slasher","2016–","TV-14","6.7","An anthology series featuring rampaging serial killers leaving carnage in their wake as their next victims fight to stay alive.","https://m.media-amazon.com/images/M/MV5BYzc3ZWFhNzItMGRkMi00YWQxLWIxN2YtZjQ0MDVlNTExMzJjXkEyXkFqcGdeQXVyMTQ5MDIxMzkw._V1_QL75_UX190_CR0,2,190,281_.jpg","1189. Slasher","https://www.imdb.com/title/tt4667888/?ref_=sr_t_1189","1h","Episodes40","https://www.imdb.com/title/tt4667888/episodes?ref_=tt_eps_sm","5"
"1708777043-63","https://www.imdb.com/search/title/?title_type=tv_series","Night Sky","2022","TV-14","7.3","Follows Franklin and Irene York, a couple who years ago discovered a chamber buried in their backyard which inexplicably leads to a strange, deserted planet.","https://m.media-amazon.com/images/M/MV5BYzZkMmRjODAtY2NmMS00YjI1LTlkZWMtY2UxNjE5ZWM2M2I3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY281_CR14,0,190,281_.jpg","1188. Night Sky","https://www.imdb.com/title/tt13361448/?ref_=sr_t_1188","55m","Episodes8","https://www.imdb.com/title/tt13361448/episodes?ref_=tt_eps_sm","1"
"1708777049-64","https://www.imdb.com/search/title/?title_type=tv_series","Trapped","2015–","TV-14","8.0","In a remote town in Iceland, police desperately try to solve a crime as a powerful storm descends upon the town.","https://m.media-amazon.com/images/M/MV5BMjEwOTQ0OTIwNV5BMl5BanBnXkFtZTgwNTAwODY2NzE@._V1_QL75_UY281_CR5,0,190,281_.jpg","1187. Trapped","https://www.imdb.com/title/tt3561180/?ref_=sr_t_1187","1h","Episodes28","https://www.imdb.com/title/tt3561180/episodes?ref_=tt_eps_sm","3"
"1708777055-65","https://www.imdb.com/search/title/?title_type=tv_series","Inci Taneleri","2024–","","6.3","Literature teacher Azem Yücedag, who was accused of killing his wife, is released from prison and embarks on a path to search for what he lost.","https://m.media-amazon.com/images/M/MV5BZjhmMzRjNDYtOWNlNS00YTRlLTljOGUtNjJhODA5OWRkMjkzXkEyXkFqcGdeQXVyMTU5MTQzODA3._V1_QL75_UY281_CR17,0,190,281_.jpg","1186. Inci Taneleri","https://www.imdb.com/title/tt30799082/?ref_=sr_t_1186","","Episodes4","https://www.imdb.com/title/tt30799082/episodes?ref_=tt_eps_sm","1"
"1708777061-66","https://www.imdb.com/search/title/?title_type=tv_series","Tale of the Nine Tailed","2020–","","7.9","An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.","https://m.media-amazon.com/images/M/MV5BMDI1MzI0NGItODViMC00ZjdlLWE5NWEtM2U4ZDQyZmNhNDk0XkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg","1185. Tale of the Nine Tailed","https://www.imdb.com/title/tt12879418/?ref_=sr_t_1185","","Episodes28","https://www.imdb.com/title/tt12879418/episodes?ref_=tt_eps_sm","2"
"1708777067-67","https://www.imdb.com/search/title/?title_type=tv_series","St. Elsewhere","1982–1988","TV-PG","8.0","The lives and work of the staff of St. Eligius Hospital, an old and disrespected Boston teaching hospital.","https://m.media-amazon.com/images/M/MV5BMTMyMzY4N2UtNjllOC00Mjg3LTliMjctNTViNjZjYmY4Y2M1XkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_QL75_UY281_CR11,0,190,281_.jpg","1184. St. Elsewhere","https://www.imdb.com/title/tt0083483/?ref_=sr_t_1184","1h","Episodes137","https://www.imdb.com/title/tt0083483/episodes?ref_=tt_eps_sm","6"
"1708777073-68","https://www.imdb.com/search/title/?title_type=tv_series","Chained Soldier","2024–","TV-MA","6.1","In a world dominated by female superhumans, a young male is recruited into a squad of monster hunters.","https://m.media-amazon.com/images/M/MV5BMDk3NWZkN2MtMzNkOS00ZWM2LWJlMDItYmNkOWNiYzIyOGUwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1183. Chained Soldier","https://www.imdb.com/title/tt16156736/?ref_=sr_t_1183","","Episodes12","https://www.imdb.com/title/tt16156736/episodes?ref_=tt_eps_sm","1"
"1708777079-69","https://www.imdb.com/search/title/?title_type=tv_series","Warrior Nun","2020–2022","TV-MA","7.0","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo Bearer for a secret sect of demon-hunting nuns.","https://m.media-amazon.com/images/M/MV5BNjI1NTkxZmYtMjk5Yi00YzEzLTkzYjAtODI4NGY3YzU1M2UzXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR10,0,190,281_.jpg","1182. Warrior Nun","https://www.imdb.com/title/tt9059350/?ref_=sr_t_1182","","Episodes18","https://www.imdb.com/title/tt9059350/episodes?ref_=tt_eps_sm","2"
"1708777085-70","https://www.imdb.com/search/title/?title_type=tv_series","Hot in Cleveland","2010–2015","TV-PG","7.4","Three middle-aged best friends from Los Angeles are flying to Paris when their plane makes an emergency landing in Cleveland. Realizing that all the norms from Los Angeles don't apply anymore, they decide to celebrate a city that values real women and stay where they're still considered hot.","https://m.media-amazon.com/images/M/MV5BMTY4MTc4NjcxMl5BMl5BanBnXkFtZTcwNzk5Njk1Mw@@._V1_QL75_UY281_CR1,0,190,281_.jpg","1181. Hot in Cleveland","https://www.imdb.com/title/tt1583607/?ref_=sr_t_1181","30m","Episodes129","https://www.imdb.com/title/tt1583607/episodes?ref_=tt_eps_sm","6"
"1708777091-71","https://www.imdb.com/search/title/?title_type=tv_series","Debris","2021","TV-PG","6.5","Two agents from two different continents and two different mindsets, must work together to investigate when wreckage from a destroyed alien spacecraft has mysterious effects on humankind.","https://m.media-amazon.com/images/M/MV5BNmJlYTdhZTctYmFkMS00ZmY1LWExYzgtNWU2Mzc0YmU1NmQxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,0,190,281_.jpg","1180. Debris","https://www.imdb.com/title/tt11640020/?ref_=sr_t_1180","","Episodes13","https://www.imdb.com/title/tt11640020/episodes?ref_=tt_eps_sm","1"
"1708777096-72","https://www.imdb.com/search/title/?title_type=tv_series","Six","2017–2018","TV-MA","7.2","Navy SEAL Team Six attempt to eliminate a Taliban leader in Afghanistan when they discover an American citizen working with the enemy.","https://m.media-amazon.com/images/M/MV5BMjUxNzgzMjMwNF5BMl5BanBnXkFtZTgwNjQ2NzczNTM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1179. Six","https://www.imdb.com/title/tt5541338/?ref_=sr_t_1179","1h","Episodes19","https://www.imdb.com/title/tt5541338/episodes?ref_=tt_eps_sm","2"
"1708777103-73","https://www.imdb.com/search/title/?title_type=tv_series","Saving Hope","2012–2017","TV-14","7.4","A supernatural medical drama that centers on the lives of the doctors and nurses of Hope Zion Hospital.","https://m.media-amazon.com/images/M/MV5BMTRhNTQyMjktMWI3ZC00MmQwLWE0OGUtMzkxNWZmZGI4YjhhXkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_QL75_UY281_CR4,0,190,281_.jpg","1178. Saving Hope","https://www.imdb.com/title/tt1954804/?ref_=sr_t_1178","43m","Episodes85","https://www.imdb.com/title/tt1954804/episodes?ref_=tt_eps_sm","5"
"1708777108-74","https://www.imdb.com/search/title/?title_type=tv_series","My Name","2021","TV-MA","7.8","The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.","https://m.media-amazon.com/images/M/MV5BYTA1OTQzYTYtNDAwOC00OTk0LTkxZDktMmVlNTc1OWExMzA5XkEyXkFqcGdeQXVyMTMxMTgyMzU4._V1_QL75_UY281_CR1,0,190,281_.jpg","1177. My Name","https://www.imdb.com/title/tt12940504/?ref_=sr_t_1177","50m","Episodes8","https://www.imdb.com/title/tt12940504/episodes?ref_=tt_eps_sm","1"
"1708777114-75","https://www.imdb.com/search/title/?title_type=tv_series","Absentia","2017–2020","TV-MA","7.2","After being declared dead in absentia, an FBI agent must reclaim her family, identity and innocence when she finds herself the prime suspect in a string of murders.","https://m.media-amazon.com/images/M/MV5BNmFiNDI5ODUtODQ2ZC00ZjUwLWFhYjQtMjk3MmMzZjY1ZWU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1176. Absentia","https://www.imdb.com/title/tt6794990/?ref_=sr_t_1176","1h","Episodes30","https://www.imdb.com/title/tt6794990/episodes?ref_=tt_eps_sm","3"
"1708777121-76","https://www.imdb.com/search/title/?title_type=tv_series","Third Watch","1999–2005","TV-14","8.0","The exploits of a group of men and women who serve New York City as police officers, firefighters, and paramedics in the fictional 55th Precinct.","https://m.media-amazon.com/images/M/MV5BOWIwNjA5MmEtZDUzYS00MWE0LTk1NTQtMTJhNjdlMjVlNTQ4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg","1175. Third Watch","https://www.imdb.com/title/tt0197182/?ref_=sr_t_1175","44m","Episodes132","https://www.imdb.com/title/tt0197182/episodes?ref_=tt_eps_sm","6"
"1708777127-77","https://www.imdb.com/search/title/?title_type=tv_series","Agatha: Darkhold Diaries","2024–","","","Set after the events of ""WandaVision,"" Agatha Harkness recruits some unlikely allies on her quest to regain her former powers.","https://m.media-amazon.com/images/M/MV5BZDI3ZmJhN2EtOTE5ZC00ZTFlLWIzYmYtYTc2ODFhMDBjYWE5XkEyXkFqcGdeQXVyMTY4NTMxNTcx._V1_QL75_UX190_CR0,3,190,281_.jpg","1174. Agatha: Darkhold Diaries","https://www.imdb.com/title/tt15571732/?ref_=sr_t_1174","","Episodes2","https://www.imdb.com/title/tt15571732/episodes?ref_=tt_eps_sm","1"
"1708777133-78","https://www.imdb.com/search/title/?title_type=tv_series","The Dry","2022–","","7.1","Shiv Sheridan returns to Dublin after years of partying in London and tries to navigate a new phase of her life. Trying to stay sober and being back with her family is not going to be easy.","https://m.media-amazon.com/images/M/MV5BMWE0NzEzZWItZTE4ZC00YzRlLWI0N2UtMDhiNTVkMTZkYzhiXkEyXkFqcGdeQXVyNzIzODM3ODQ@._V1_QL75_UY281_CR1,0,190,281_.jpg","1173. The Dry","https://www.imdb.com/title/tt15210882/?ref_=sr_t_1173","","Episodes9","https://www.imdb.com/title/tt15210882/episodes?ref_=tt_eps_sm","2"
"1708777138-79","https://www.imdb.com/search/title/?title_type=tv_series","On the Roam","2024–","","6.7","Jason Momoa travels across the country to meet the extraordinary individuals blazing their own path - from craftsmen, to motorcycle fabricators, musicians to athletes.","https://m.media-amazon.com/images/M/MV5BZmRjYjQyNmEtNWE1Ni00YjAzLWJjYjEtNmRiYTY1Zjc1ZjYxXkEyXkFqcGdeQXVyNDM5Nzg5NjI@._V1_QL75_UX190_CR0,0,190,281_.jpg","1172. On the Roam","https://www.imdb.com/title/tt14675396/?ref_=sr_t_1172","","Episodes8","https://www.imdb.com/title/tt14675396/episodes?ref_=tt_eps_sm","1"
"1708777146-80","https://www.imdb.com/search/title/?title_type=tv_series","According to Jim","2001–2009","TV-PG","6.5","A television show centered around a macho everyman, his loving wife, and their three precocious children.","https://m.media-amazon.com/images/M/MV5BMTY3NjU1NDg1Ml5BMl5BanBnXkFtZTcwMTQ5OTg5NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","1171. According to Jim","https://www.imdb.com/title/tt0285351/?ref_=sr_t_1171","30m","Episodes182","https://www.imdb.com/title/tt0285351/episodes?ref_=tt_eps_sm","8"
"1708777153-81","https://www.imdb.com/search/title/?title_type=tv_series","Black-ish","2014–2022","TV-14","7.3","A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.","https://m.media-amazon.com/images/M/MV5BNzYwNmQwZGItNzdmNy00Y2ZkLWIxYzUtNDY3ZGIyYzY2M2MzXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,2,190,281_.jpg","1170. Black-ish","https://www.imdb.com/title/tt3487356/?ref_=sr_t_1170","22m","Episodes176","https://www.imdb.com/title/tt3487356/episodes?ref_=tt_eps_sm","8"
"1708777159-82","https://www.imdb.com/search/title/?title_type=tv_series","In the Dark","2019–2022","TV-14","7.5","Murphy is a hard-living, hard-drinking, disaffected twenty-something. She's also blind. Her life comes crashing down when she stumbles upon what she's sure is the lifeless body of her closest friend in the alley outside her apartment.","https://m.media-amazon.com/images/M/MV5BMzk3NWVhMzgtNjkzMy00OWYxLWIxZDktZmIyODU5NjA5ZDE3XkEyXkFqcGdeQXVyMTUyNjM1OTE4._V1_QL75_UY281_CR11,0,190,281_.jpg","1169. In the Dark","https://www.imdb.com/title/tt7772602/?ref_=sr_t_1169","42m","Episodes52","https://www.imdb.com/title/tt7772602/episodes?ref_=tt_eps_sm","4"
"1708777165-83","https://www.imdb.com/search/title/?title_type=tv_series","Another Love","2023–2024","","7.6","The brutal murder of Hamdi Atilbay brings together the paths of young prosecutor Leyla, and a famous journalist Kenan. However, this murder is covered with facts that will also destroy their love.","https://m.media-amazon.com/images/M/MV5BZTM2NzI5YjUtY2U0OS00Y2VlLWIzOTItY2M5YjIzODMzMTY4XkEyXkFqcGdeQXVyMTA2MDI0NDE4._V1_QL75_UX190_CR0,0,190,281_.jpg","1168. Another Love","https://www.imdb.com/title/tt22727518/?ref_=sr_t_1168","","Episodes16","https://www.imdb.com/title/tt22727518/episodes?ref_=tt_eps_sm","1"
"1708777170-84","https://www.imdb.com/search/title/?title_type=tv_series","The Family Man","2019–","TV-MA","8.7","A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.","https://m.media-amazon.com/images/M/MV5BMzRjZWVmMzItNTdmYS00OWEzLTgyOGUtNThiNTU2ZThlYjY0XkEyXkFqcGdeQXVyMTIxMDk2NDE4._V1_QL75_UY281_CR18,0,190,281_.jpg","1167. The Family Man","https://www.imdb.com/title/tt9544034/?ref_=sr_t_1167","45m","Episodes20","https://www.imdb.com/title/tt9544034/episodes?ref_=tt_eps_sm","3"
"1708777176-85","https://www.imdb.com/search/title/?title_type=tv_series","Steins;Gate","2011–2015","TV-14","8.8","After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.","https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg","1166. Steins;Gate","https://www.imdb.com/title/tt1910272/?ref_=sr_t_1166","24m","Episodes26","https://www.imdb.com/title/tt1910272/episodes?ref_=tt_eps_sm","Unknown"
"1708777182-86","https://www.imdb.com/search/title/?title_type=tv_series","Bad Education","2012–2024","TV-14","7.3","Comedy series about a teacher who is a bigger kid than the kids he teaches.","https://m.media-amazon.com/images/M/MV5BYTI2YzE2NzktZmE2OS00YjU2LTk4M2YtMjEzOTYzNTAzZTFjXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR5,0,190,281_.jpg","1165. Bad Education","https://www.imdb.com/title/tt2337840/?ref_=sr_t_1165","30m","Episodes33","https://www.imdb.com/title/tt2337840/episodes?ref_=tt_eps_sm","5"
"1708777188-87","https://www.imdb.com/search/title/?title_type=tv_series","Business Proposal","2022","TV-14","8.1","In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.","https://m.media-amazon.com/images/M/MV5BNjlhMDc5NDMtZGY2Mi00ZTMxLTk0Y2ItN2VjZDQ1ZmRiZGQ2XkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_QL75_UY281_CR1,0,190,281_.jpg","1164. Business Proposal","https://www.imdb.com/title/tt14819828/?ref_=sr_t_1164","1h","Episodes12","https://www.imdb.com/title/tt14819828/episodes?ref_=tt_eps_sm","1"
"1708777194-88","https://www.imdb.com/search/title/?title_type=tv_series","The Drew Carey Show","1995–2004","TV-PG","6.9","A sitcom about Drew's personal and professional life.","https://m.media-amazon.com/images/M/MV5BOTY3YzZmN2EtOWE2NC00N2FhLWE4ZDAtMTVhNTAzNTc0ZDdkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UX190_CR0,2,190,281_.jpg","1163. The Drew Carey Show","https://www.imdb.com/title/tt0111945/?ref_=sr_t_1163","30m","Episodes233","https://www.imdb.com/title/tt0111945/episodes?ref_=tt_eps_sm","9"
